ITEM_1,ITEM_2,ITEM_1_PROCESSES,ITEM_2_PROCESSES,RESOURCE_CONFLICT,CAN_RUN_PARALLEL
HYO025,SIE469,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 40, 60, 17, 110, 4, 193, 49.66, 70, 2, 80, 9.58438",False
HYO025,ABB401,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80",Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),False
HYO025,ABB402,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",False
HYO025,ABB405,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80",Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),False
HYO025,ABB420,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80",Ready for Machining (HM10),No,True
HYO025,ABB429,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 40, 60, 1, 17, 110, 4, 193, 49.66, 70, 2, 80, 9.58438",False
HYO025,ABB435,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 17, 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
HYO025,ABB439,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 17, 100, 193, 49.66, 70, 9.58438",False
HYO025,ABB447,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80",Ready for Machining (HM07),No,True
HYO025,ABB448,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 60, 50, 17, 110, 193, 49.66, 4, 80, 9.58438",False
HYO025,ABB449,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80",Ready for Machining (OUT-EAGLE),No,True
HYO025,ABB456,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 40, 60, 50, 17, 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
HYO025,ABB457,"20, 154, 40, 60, 50, 9.58438, 1, 17, 100, Ready for Machining (OUT-DYNO), 110, 193, 49.66, 70, 2, 4, 80","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","40, 17, 110, 100, 4, 193, 49.66, 70, 2, 9.58438",False
HYO026,SIE469,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 60, 17, 4, 193, 49.66, 70, 2, 9.58438",False
HYO026,ABB401,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438",Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),False
HYO026,ABB402,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",False
HYO026,ABB405,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438",Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),False
HYO026,ABB420,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438",Ready for Machining (HM10),No,True
HYO026,ABB429,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 60, 17, 1, 4, 193, 49.66, 70, 2, 9.58438",False
HYO026,ABB435,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 17, 193, 49.66, 70, 2, 4, 9.58438",False
HYO026,ABB439,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 17, 100, 193, 49.66, 70, 9.58438",False
HYO026,ABB447,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438",Ready for Machining (HM07),No,True
HYO026,ABB448,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 60, 50, 17, 193, 49.66, 4, 9.58438",False
HYO026,ABB449,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438",Ready for Machining (OUT-EAGLE),No,True
HYO026,ABB456,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 50, 17, 193, 49.66, 70, 2, 4, 9.58438",False
HYO026,ABB457,"20, 154, 30, 60, 50, 1, 17, 100, Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 4, 9.58438","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","17, 100, 4, 193, 49.66, 70, 2, 9.58438",False
SIE469,ABB401,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80",Ready for Machining (OUT-DYNO),No,True
SIE469,ABB402,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","193, 49.66, 70, 2, 9.58438",False
SIE469,ABB405,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80",Ready for Machining (OUT-DYNO),No,True
SIE469,ABB420,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80",Ready for Machining (HM10),No,True
SIE469,ABB429,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 40, 60, 17, 110, 4, 193, 49.66, 70, 2, 80, 9.58438",False
SIE469,ABB435,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 17, 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
SIE469,ABB439,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 17, 193, 49.66, 70, 9.58438",False
SIE469,ABB447,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80",Ready for Machining (HM07),No,True
SIE469,ABB448,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 60, 17, 110, 193, 49.66, 4, 80, 9.58438",False
SIE469,ABB449,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80",Ready for Machining (OUT-EAGLE),Ready for Machining (OUT-EAGLE),False
SIE469,ABB456,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 40, 60, 17, 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
SIE469,ABB457,"90, 154, 40, 60, 9.58438, 17, 110, Ready for Machining (OUT-EAGLE), 193, 49.66, 70, 2, 4, 80","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","90, 40, 17, 110, 4, 193, 49.66, 70, 2, 9.58438",False
ABB401,ABB402,Ready for Machining (OUT-DYNO),"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",Ready for Machining (OUT-DYNO),False
ABB401,ABB405,Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),False
ABB401,ABB420,Ready for Machining (OUT-DYNO),Ready for Machining (HM10),No,True
ABB401,ABB429,Ready for Machining (OUT-DYNO),"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80",No,True
ABB401,ABB435,Ready for Machining (OUT-DYNO),"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB401,ABB439,Ready for Machining (OUT-DYNO),"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438",No,True
ABB401,ABB447,Ready for Machining (OUT-DYNO),Ready for Machining (HM07),No,True
ABB401,ABB448,Ready for Machining (OUT-DYNO),"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80",No,True
ABB401,ABB449,Ready for Machining (OUT-DYNO),Ready for Machining (OUT-EAGLE),No,True
ABB401,ABB456,Ready for Machining (OUT-DYNO),"154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB401,ABB457,Ready for Machining (OUT-DYNO),"90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438",No,True
ABB402,ABB405,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",Ready for Machining (OUT-DYNO),Ready for Machining (OUT-DYNO),False
ABB402,ABB420,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",Ready for Machining (HM10),No,True
ABB402,ABB429,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","193, 49.66, 70, 2, 9.58438",False
ABB402,ABB435,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","193, 49.66, 70, 2, 9.58438",False
ABB402,ABB439,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","9.58438, 193, 49.66, 70",False
ABB402,ABB447,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",Ready for Machining (HM07),No,True
ABB402,ABB448,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","193, 49.66, 9.58438",False
ABB402,ABB449,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438",Ready for Machining (OUT-EAGLE),No,True
ABB402,ABB456,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","193, 49.66, 70, 2, 9.58438",False
ABB402,ABB457,"Ready for Machining (OUT-DYNO), 193, 49.66, 70, 2, 9.58438","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","193, 49.66, 70, 2, 9.58438",False
ABB405,ABB420,Ready for Machining (OUT-DYNO),Ready for Machining (HM10),No,True
ABB405,ABB429,Ready for Machining (OUT-DYNO),"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80",No,True
ABB405,ABB435,Ready for Machining (OUT-DYNO),"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB405,ABB439,Ready for Machining (OUT-DYNO),"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438",No,True
ABB405,ABB447,Ready for Machining (OUT-DYNO),Ready for Machining (HM07),No,True
ABB405,ABB448,Ready for Machining (OUT-DYNO),"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80",No,True
ABB405,ABB449,Ready for Machining (OUT-DYNO),Ready for Machining (OUT-EAGLE),No,True
ABB405,ABB456,Ready for Machining (OUT-DYNO),"154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB405,ABB457,Ready for Machining (OUT-DYNO),"90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438",No,True
ABB420,ABB429,Ready for Machining (HM10),"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80",No,True
ABB420,ABB435,Ready for Machining (HM10),"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB420,ABB439,Ready for Machining (HM10),"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438",No,True
ABB420,ABB447,Ready for Machining (HM10),Ready for Machining (HM07),No,True
ABB420,ABB448,Ready for Machining (HM10),"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80",Ready for Machining (HM10),False
ABB420,ABB449,Ready for Machining (HM10),Ready for Machining (OUT-EAGLE),No,True
ABB420,ABB456,Ready for Machining (HM10),"154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB420,ABB457,Ready for Machining (HM10),"90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438",No,True
ABB429,ABB435,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 17, 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
ABB429,ABB439,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 17, Ready for Machining (HM02), 193, 49.66, 70, 9.58438",False
ABB429,ABB447,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80",Ready for Machining (HM07),No,True
ABB429,ABB448,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 60, 17, 110, 193, 49.66, 4, 80, 9.58438",False
ABB429,ABB449,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80",Ready for Machining (OUT-EAGLE),No,True
ABB429,ABB456,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 40, 60, 17, 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
ABB429,ABB457,"154, 40, 60, 140, 9.58438, 1, Ready for Machining (HM02), 17, 130, 110, 193, 49.66, 70, 2, 4, 120, 80","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","40, 17, 110, 4, 193, 49.66, 70, 2, 9.58438",False
ABB435,ABB439,"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 17, 193, 49.66, 70, 9.58438",False
ABB435,ABB447,"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",Ready for Machining (HM07),Ready for Machining (HM07),False
ABB435,ABB448,"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 60, 17, 110, 193, 49.66, 4, 80, 9.58438",False
ABB435,ABB449,"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",Ready for Machining (OUT-EAGLE),No,True
ABB435,ABB456,"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 17, Ready for Machining (HM07), 110, 193, 49.66, 70, 2, 4, 80, 9.58438",False
ABB435,ABB457,"154, 60, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","17, 110, 4, 193, 49.66, 70, 2, 9.58438",False
ABB439,ABB447,"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438",Ready for Machining (HM07),No,True
ABB439,ABB448,"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 17, 193, 49.66, 9.58438",False
ABB439,ABB449,"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438",Ready for Machining (OUT-EAGLE),No,True
ABB439,ABB456,"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 17, 193, 49.66, 70, 9.58438",False
ABB439,ABB457,"154, 17, Ready for Machining (HM02), 100, 193, 49.66, 70, 9.58438","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","17, 100, 193, 49.66, 70, 9.58438",False
ABB447,ABB448,Ready for Machining (HM07),"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80",No,True
ABB447,ABB449,Ready for Machining (HM07),Ready for Machining (OUT-EAGLE),No,True
ABB447,ABB456,Ready for Machining (HM07),"154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",Ready for Machining (HM07),False
ABB447,ABB457,Ready for Machining (HM07),"90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438",No,True
ABB448,ABB449,"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80",Ready for Machining (OUT-EAGLE),No,True
ABB448,ABB456,"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","154, 60, 50, 17, 110, 193, 49.66, 4, 80, 9.58438",False
ABB448,ABB457,"154, 60, 50, 9.58438, 17, Ready for Machining (HM10), 110, 193, 49.66, 4, 80","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","17, 110, 193, 49.66, 4, 9.58438",False
ABB449,ABB456,Ready for Machining (OUT-EAGLE),"154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80",No,True
ABB449,ABB457,Ready for Machining (OUT-EAGLE),"90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438",No,True
ABB456,ABB457,"154, 40, 60, 50, 9.58438, 17, 110, 4, 193, 49.66, 70, 2, Ready for Machining (HM07), 80","90, 40, Ready for Machining (SANPOWER), 17, 110, 100, 193, 49.66, 70, 2, 4, 9.58438","40, 17, 110, 4, 193, 49.66, 70, 2, 9.58438",False
